items,count,total,rnd,customer,age,city,paymentType
"butter,bottled beer,liquor",3,2358,4,Adel,50,Alexandria,Cash
napkins,1,383,7,Huda,39,Gharbia,Cash
"beef,root vegetables,margarine,bottled water,soda",5,995,5,Shimaa,55,Port Said,Cash
"frankfurter,hamburger meat",2,611,12,Eman,23,Aswan,Credit
"meat,citrus fruit,other vegetables,canned beer",4,1688,10,Samy,55,Alexandria,Cash
"whole milk,curd,mayonnaise,pastry,flour,canned fish,waffles",7,2391,9,Maged,60,Hurghada,Credit
"sausage,other vegetables,rolls/buns,soda",4,1212,5,Shimaa,55,Port Said,Cash
"sausage,other vegetables",2,993,3,Ahmed,30,Giza,Credit
"rolls/buns,soda",2,1494,1,Farida,22,Cairo,Credit
"root vegetables,white bread,sugar,liquor",4,122,7,Huda,39,Gharbia,Credit
"sausage,root vegetables,whole milk,butter,misc. beverages",5,1617,10,Samy,55,Alexandria,Cash
"sausage,root vegetables,other vegetables,whole milk,curd,yogurt,hard cheese,white bread",8,1360,7,Huda,39,Gharbia,Credit
"meat,pork,onions,salad dressing,domestic eggs,white bread,flour,salt,bottled beer",9,2372,5,Shimaa,55,Port Said,Cash
"sausage,whole milk,yogurt,pastry,pudding powder,bottled water,soda,bottled beer,canned beer,male cosmetics,flower (seeds)",11,1632,4,Adel,50,Alexandria,Cash
citrus fruit,1,2171,1,Farida,22,Cairo,Credit
"chocolate,candy",2,602,7,Huda,39,Gharbia,Credit
coffee,1,486,12,Eman,23,Aswan,Cash
"sausage,tropical fruit,pip fruit,other vegetables,whole milk,curd,dessert,yogurt,whipped/sour cream,cream cheese ,brown bread,detergent",12,619,6,Walaa,29,Cairo,Cash
"beef,citrus fruit,tropical fruit,pip fruit,dessert,cream cheese ,rolls/buns,chocolate",8,2005,1,Farida,22,Cairo,Cash
"berries,other vegetables,butter milk,yogurt,sliced cheese,rolls/buns,soda",7,1769,10,Samy,55,Alexandria,Credit
"frozen meals,oil,bottled water,bottled beer,flower (seeds)",5,1972,12,Eman,23,Aswan,Credit
"beef,herbs,whole milk",3,126,2,Mohamed,25,Alexandria,Credit
"sausage,meat,root vegetables,other vegetables,whole milk,butter milk,yogurt,pastry,waffles",9,1913,4,Adel,50,Alexandria,Credit
rolls/buns,1,538,5,Shimaa,55,Port Said,Cash
"frankfurter,rolls/buns,fruit/vegetable juice",3,807,5,Shimaa,55,Port Said,Credit
"sausage,pork,whole milk,yogurt,rolls/buns,brown bread,napkins,shopping bags",8,322,13,Sayed,37,Cairo,Credit
"pip fruit,whole milk,whipped/sour cream,baking powder",4,1785,4,Adel,50,Alexandria,Cash
"grapes,whole milk,baking powder,candles,photo/film",5,584,1,Farida,22,Cairo,Cash
chocolate marshmallow,1,1941,13,Sayed,37,Cairo,Cash
coffee,1,1943,12,Eman,23,Aswan,Cash
"soda,white wine",2,569,6,Walaa,29,Cairo,Cash
"bottled beer,liquor,red/blush wine",3,1252,6,Walaa,29,Cairo,Cash
"butter,cleaner",2,375,8,Rania,37,Dakahlia,Credit
"fruit/vegetable juice,nut snack",2,2214,6,Walaa,29,Cairo,Cash
"meat,specialty bar",2,1998,11,Hanan,22,Fayoum,Credit
"pip fruit,butter,curd,chocolate",4,1629,8,Rania,37,Dakahlia,Cash
"other vegetables,domestic eggs",2,378,5,Shimaa,55,Port Said,Cash
"frankfurter,white bread,pastry,dog food,soda,shopping bags",6,1205,3,Ahmed,30,Giza,Cash
long life bakery product,1,1104,8,Rania,37,Dakahlia,Cash
"tropical fruit,whole milk,sliced cheese,mayonnaise,rolls/buns,mustard",6,257,9,Maged,60,Hurghada,Credit
"whole milk,white bread,salty snack",3,414,4,Adel,50,Alexandria,Cash
canned beer,1,2450,12,Eman,23,Aswan,Credit
canned beer,1,764,9,Maged,60,Hurghada,Credit
"other vegetables,whipped/sour cream,pastry,red/blush wine",4,2403,1,Farida,22,Cairo,Cash
soda,1,2153,2,Mohamed,25,Alexandria,Cash
"rolls/buns,soda,specialty bar,candy,newspapers",5,2306,8,Rania,37,Dakahlia,Credit
bags,1,1277,7,Huda,39,Gharbia,Cash
rolls/buns,1,334,10,Samy,55,Alexandria,Cash
"dessert,frozen dessert",2,1662,13,Sayed,37,Cairo,Credit
canned beer,1,2254,8,Rania,37,Dakahlia,Cash
"butter,domestic eggs,pasta,fruit/vegetable juice,newspapers",5,1665,12,Eman,23,Aswan,Credit
"whole milk,butter,yogurt,frozen vegetables,domestic eggs,sugar",6,1083,5,Shimaa,55,Port Said,Credit
canned beer,1,1261,11,Hanan,22,Fayoum,Cash
coffee,1,2358,11,Hanan,22,Fayoum,Credit
"chicken,hamburger meat,pip fruit,onions,other vegetables,whole milk,butter,yogurt,whipped/sour cream,white bread,long life bakery product,chocolate",12,757,8,Rania,37,Dakahlia,Credit
"soda,long life bakery product",2,222,6,Walaa,29,Cairo,Cash
"beef,other vegetables,domestic eggs,pastry",4,2449,12,Eman,23,Aswan,Cash
"spread cheese,pastry",2,802,4,Adel,50,Alexandria,Cash
"citrus fruit,tropical fruit,other vegetables,pot plants",4,1254,4,Adel,50,Alexandria,Credit
canned beer,1,1281,8,Rania,37,Dakahlia,Credit
"rolls/buns,soda",2,809,10,Samy,55,Alexandria,Cash
"pip fruit,roll products ,pot plants",3,141,4,Adel,50,Alexandria,Credit
pip fruit,1,667,15,Sameh,35,Hurghada,Credit
"whole milk,baking powder,bottled water,soda,cooking chocolate,candles",6,497,10,Samy,55,Alexandria,Credit
chocolate,1,401,4,Adel,50,Alexandria,Cash
"sausage,whole milk,rolls/buns,canned beer",4,1766,9,Maged,60,Hurghada,Credit
"pip fruit,whole milk",2,159,13,Sayed,37,Cairo,Cash
"other vegetables,rolls/buns",2,1945,13,Sayed,37,Cairo,Cash
"dessert,sliced cheese,hard cheese,white bread,brown bread",5,1280,4,Adel,50,Alexandria,Credit
frankfurter,1,1236,13,Sayed,37,Cairo,Credit
"citrus fruit,other vegetables,butter,candy",4,487,15,Sameh,35,Hurghada,Credit
"citrus fruit,UHT-milk,napkins",3,1909,15,Sameh,35,Hurghada,Credit
"pip fruit,curd,soda,bottled beer,softener,hygiene articles",6,2339,6,Walaa,29,Cairo,Cash
"tropical fruit,root vegetables,whole milk,curd,yogurt,frozen vegetables,domestic eggs",7,2091,9,Maged,60,Hurghada,Cash
"frankfurter,other vegetables,whole milk,yogurt,condensed milk,cream cheese ,rolls/buns,pastry",8,865,15,Sameh,35,Hurghada,Credit
"pip fruit,other vegetables,butter milk,frozen vegetables,brown bread,soups,sauces,fruit/vegetable juice,long life bakery product,cling film/bags",10,469,12,Eman,23,Aswan,Credit
canned beer,1,1019,12,Eman,23,Aswan,Credit
"pork,citrus fruit,soda,canned beer,chocolate,hygiene articles",6,183,7,Huda,39,Gharbia,Cash
"rolls/buns,newspapers",2,984,3,Ahmed,30,Giza,Cash
canned beer,1,1415,13,Sayed,37,Cairo,Credit
"citrus fruit,tropical fruit,pip fruit,other vegetables",4,1504,1,Farida,22,Cairo,Cash
"grapes,whole milk,white wine,dishes,newspapers",5,492,8,Rania,37,Dakahlia,Credit
tropical fruit,1,1813,5,Shimaa,55,Port Said,Cash
"frozen fish,hygiene articles,shopping bags",3,675,12,Eman,23,Aswan,Cash
"tropical fruit,pastry,soda",3,1441,14,Magdy,36,Sohag,Cash
"beverages,pastry",2,965,8,Rania,37,Dakahlia,Cash
"sausage,pip fruit,whole milk,potato products",4,2010,5,Shimaa,55,Port Said,Credit
whole milk,1,1488,11,Hanan,22,Fayoum,Cash
"sausage,specialty cheese,misc. beverages,bottled beer",4,2342,15,Sameh,35,Hurghada,Cash
"pork,white bread,pastry,shopping bags",4,937,11,Hanan,22,Fayoum,Cash
"whole milk,rolls/buns,newspapers",3,158,12,Eman,23,Aswan,Credit
"sausage,whole milk,dessert,spices,bottled beer",5,2027,3,Ahmed,30,Giza,Credit
"pastry,soda",2,326,1,Farida,22,Cairo,Cash
soda,1,1578,7,Huda,39,Gharbia,Cash
"tropical fruit,grapes,whole milk,canned fish,bottled water,fruit/vegetable juice",6,1889,1,Farida,22,Cairo,Credit
"whole milk,bottled water,napkins",3,1245,3,Ahmed,30,Giza,Cash
canned beer,1,1027,2,Mohamed,25,Alexandria,Credit
"pip fruit,whole milk",2,2365,11,Hanan,22,Fayoum,Cash
"turkey,citrus fruit,tropical fruit,pip fruit,berries,root vegetables,herbs,whole milk,butter,frozen vegetables,sauces,pickled vegetables,bottled water,rubbing alcohol,hygiene articles,napkins,flower (seeds)",17,1143,12,Eman,23,Aswan,Credit
"yogurt,specialty chocolate,seasonal products",3,1217,15,Sameh,35,Hurghada,Cash
"whipped/sour cream,baking powder",2,1938,7,Huda,39,Gharbia,Cash
"finished products,tropical fruit,bottled water,popcorn,shopping bags",5,727,5,Shimaa,55,Port Said,Credit
"sausage,mayonnaise,misc. beverages,candy",4,1704,2,Mohamed,25,Alexandria,Cash
"other vegetables,cream cheese ,rolls/buns",3,404,2,Mohamed,25,Alexandria,Credit
newspapers,1,994,3,Ahmed,30,Giza,Cash
white wine,1,1153,6,Walaa,29,Cairo,Cash
"sausage,meat,pip fruit,other vegetables,yogurt,rolls/buns,brown bread,bottled water,soda,fruit/vegetable juice,newspapers",11,952,8,Rania,37,Dakahlia,Credit
misc. beverages,1,573,11,Hanan,22,Fayoum,Credit
"yogurt,UHT-milk,soda,red/blush wine,waffles",5,1185,10,Samy,55,Alexandria,Cash
"beef,frozen fish,rolls/buns,margarine",4,967,5,Shimaa,55,Port Said,Credit
other vegetables,1,2345,12,Eman,23,Aswan,Credit
photo/film,1,113,15,Sameh,35,Hurghada,Credit
tropical fruit,1,1576,13,Sayed,37,Cairo,Cash
"sausage,meat,tropical fruit,soda,hygiene articles",5,2083,10,Samy,55,Alexandria,Cash
"frankfurter,citrus fruit,rolls/buns,flour,long life bakery product",5,416,12,Eman,23,Aswan,Cash
"tropical fruit,pip fruit,root vegetables,whole milk,yogurt,rolls/buns,sweet spreads,cat food,pet care,hygiene articles,shopping bags",11,2116,7,Huda,39,Gharbia,Credit
"citrus fruit,UHT-milk,zwieback,bottled water,hygiene articles",5,1504,2,Mohamed,25,Alexandria,Cash
"pork,bottled water,bottled beer",3,279,1,Farida,22,Cairo,Credit
"soda,house keeping products",2,1110,6,Walaa,29,Cairo,Cash
whole milk,1,2151,8,Rania,37,Dakahlia,Cash
cookware,1,109,12,Eman,23,Aswan,Cash
"butter,rolls/buns,newspapers",3,889,7,Huda,39,Gharbia,Cash
"frozen vegetables,sugar,coffee",3,2228,6,Walaa,29,Cairo,Cash
"chicken,dessert,yogurt,frozen vegetables,domestic eggs,salt,pasta,specialty fat,bottled water,newspapers",10,1568,2,Mohamed,25,Alexandria,Cash
"frankfurter,root vegetables,whole milk,butter milk,whipped/sour cream,rolls/buns,pastry,vinegar,coffee,bottled water,dish cleaner,female sanitary products",12,1429,6,Walaa,29,Cairo,Cash
"tropical fruit,yogurt,processed cheese,rolls/buns,bottled water,soda,misc. beverages,female sanitary products",8,1443,12,Eman,23,Aswan,Cash
"root vegetables,whole milk,domestic eggs",3,2156,3,Ahmed,30,Giza,Cash
"meat,citrus fruit,pip fruit,curd,yogurt,whipped/sour cream,domestic eggs,pastry,flour,fruit/vegetable juice,bottled beer,salty snack,chocolate,cooking chocolate,hygiene articles,napkins,shopping bags",17,1188,10,Samy,55,Alexandria,Cash
hamburger meat,1,1409,9,Maged,60,Hurghada,Credit
"tropical fruit,napkins",2,1616,3,Ahmed,30,Giza,Credit
whole milk,1,253,10,Samy,55,Alexandria,Credit
"whole milk,dessert,rolls/buns,pastry,newspapers",5,1900,6,Walaa,29,Cairo,Cash
"hamburger meat,citrus fruit,butter,frozen vegetables,pasta,sweet spreads,coffee",7,1845,15,Sameh,35,Hurghada,Credit
"frankfurter,sausage,curd,whipped/sour cream,frozen vegetables,jam,long life bakery product,candy",8,2023,6,Walaa,29,Cairo,Cash
"soda,canned beer",2,1216,10,Samy,55,Alexandria,Cash
"whipped/sour cream,rice,popcorn",3,1617,13,Sayed,37,Cairo,Cash
"whole milk,butter,yogurt,frozen meals,bottled water,bottled beer,canned beer,chocolate,flower (seeds)",9,2373,14,Magdy,36,Sohag,Credit
"citrus fruit,root vegetables,other vegetables,salt,bottled water,chewing gum",6,1381,4,Adel,50,Alexandria,Cash
"pip fruit,coffee",2,1468,15,Sameh,35,Hurghada,Cash
"root vegetables,butter milk,frozen vegetables,pastry,dish cleaner,hygiene articles,napkins",7,1994,2,Mohamed,25,Alexandria,Cash
"pip fruit,root vegetables,zwieback,fruit/vegetable juice,pot plants",5,215,12,Eman,23,Aswan,Cash
"onions,other vegetables,whole milk,soups,bottled beer,pot plants",6,1608,1,Farida,22,Cairo,Credit
"tropical fruit,grapes,oil,canned vegetables,tea,fruit/vegetable juice,snack products",7,782,15,Sameh,35,Hurghada,Credit
"other vegetables,brown bread,soda,canned beer,shopping bags",5,432,3,Ahmed,30,Giza,Credit
"citrus fruit,rolls/buns,bottled water,red/blush wine,newspapers",5,466,3,Ahmed,30,Giza,Cash
"canned beer,shopping bags",2,2113,9,Maged,60,Hurghada,Cash
"root vegetables,other vegetables,whole milk,curd,cream cheese ,domestic eggs,misc. beverages,napkins",8,1048,13,Sayed,37,Cairo,Credit
"tropical fruit,pip fruit,whole milk,curd,yogurt,frozen meals",6,1737,2,Mohamed,25,Alexandria,Credit
butter milk,1,260,9,Maged,60,Hurghada,Cash
root vegetables,1,793,14,Magdy,36,Sohag,Cash
"pork,whole milk,margarine",3,1363,9,Maged,60,Hurghada,Cash
"pip fruit,yogurt,ice cream,soda",4,2404,6,Walaa,29,Cairo,Cash
"canned beer,newspapers",2,2379,6,Walaa,29,Cairo,Cash
"tropical fruit,whole milk,butter,brown bread",4,896,3,Ahmed,30,Giza,Cash
"pork,pip fruit,other vegetables,whole milk,yogurt,frozen fish,flour,sugar,baking powder,long life bakery product,chewing gum",11,1323,10,Samy,55,Alexandria,Cash
"pip fruit,napkins",2,1738,11,Hanan,22,Fayoum,Credit
rolls/buns,1,860,9,Maged,60,Hurghada,Credit
"meat,organic sausage,whole milk,butter,UHT-milk,frozen vegetables,pickled vegetables,cat food,female sanitary products",9,1562,4,Adel,50,Alexandria,Credit
soda,1,1030,6,Walaa,29,Cairo,Cash
root vegetables,1,868,10,Samy,55,Alexandria,Cash
"root vegetables,red/blush wine",2,442,1,Farida,22,Cairo,Cash
"sausage,butter,pastry,canned beer,shopping bags",5,1589,5,Shimaa,55,Port Said,Cash
"butter,white wine",2,2273,12,Eman,23,Aswan,Cash
"sauces,red/blush wine,dish cleaner",3,1173,13,Sayed,37,Cairo,Credit
"beef,citrus fruit,pip fruit,root vegetables,other vegetables,whipped/sour cream,margarine,canned vegetables,cat food,shopping bags",10,1175,5,Shimaa,55,Port Said,Cash
"ham,pork,butter milk,sweet spreads,shopping bags",5,179,3,Ahmed,30,Giza,Credit
"rolls/buns,fruit/vegetable juice",2,336,1,Farida,22,Cairo,Cash
"tropical fruit,rolls/buns",2,1640,5,Shimaa,55,Port Said,Credit
"sausage,tropical fruit,whole milk,curd,butter milk,whipped/sour cream,rolls/buns,softener,house keeping products",9,694,3,Ahmed,30,Giza,Credit
"tropical fruit,whole milk,cream cheese ,frozen vegetables,rolls/buns,chocolate,candy,pot plants",8,1683,8,Rania,37,Dakahlia,Cash
soda,1,673,3,Ahmed,30,Giza,Cash
"whole milk,pastry",2,2116,10,Samy,55,Alexandria,Cash
pip fruit,1,477,12,Eman,23,Aswan,Cash
whole milk,1,507,4,Adel,50,Alexandria,Cash
"chicken,beef,whole milk,bottled water,newspapers",5,1357,8,Rania,37,Dakahlia,Credit
"root vegetables,other vegetables,whipped/sour cream,canned beer,liquor,shopping bags",6,1175,15,Sameh,35,Hurghada,Credit
"rolls/buns,meat spreads",2,1360,14,Magdy,36,Sohag,Credit
"butter,whipped/sour cream,domestic eggs,rolls/buns",4,658,11,Hanan,22,Fayoum,Credit
"tropical fruit,sliced cheese,rolls/buns,napkins,pot plants",5,1141,1,Farida,22,Cairo,Cash
"sausage,chicken,beef,root vegetables,other vegetables,curd,yogurt,cream cheese ,ice cream,newspapers",10,1992,2,Mohamed,25,Alexandria,Cash
soda,1,1932,8,Rania,37,Dakahlia,Cash
"rolls/buns,bottled water,soda",3,1665,4,Adel,50,Alexandria,Credit
"tropical fruit,pip fruit,root vegetables,other vegetables,dessert,whipped/sour cream,sliced cheese,pastry,shopping bags",9,1941,1,Farida,22,Cairo,Credit
"tropical fruit,root vegetables,other vegetables,packaged fruit/vegetables,flower (seeds)",5,1930,5,Shimaa,55,Port Said,Credit
"UHT-milk,pastry,coffee,red/blush wine,pot plants",5,1488,1,Farida,22,Cairo,Credit
"root vegetables,other vegetables,domestic eggs,sugar,instant coffee,bottled water,soda,bottled beer,red/blush wine,waffles,specialty chocolate",11,2464,12,Eman,23,Aswan,Cash
"pip fruit,dessert,rolls/buns,pastry,specialty bar",5,892,12,Eman,23,Aswan,Credit
"whole milk,brown bread,newspapers",3,1536,10,Samy,55,Alexandria,Cash
"dessert,zwieback",2,303,10,Samy,55,Alexandria,Credit
"other vegetables,frozen meals,pasta,canned fish,coffee",5,2299,13,Sayed,37,Cairo,Credit
"pork,hamburger meat,yogurt,cream cheese ,spread cheese,frozen vegetables,pasta,instant coffee,soda,waffles,specialty bar,seasonal products",12,2038,14,Magdy,36,Sohag,Credit
"frankfurter,domestic eggs",2,1133,10,Samy,55,Alexandria,Cash
"whole milk,yogurt,sliced cheese,mayonnaise,rolls/buns,pasta,specialty chocolate",7,966,7,Huda,39,Gharbia,Credit
"frankfurter,pork,citrus fruit,pip fruit,other vegetables,whipped/sour cream,UHT-milk,salad dressing,frozen potato products,salty snack,newspapers",11,2423,1,Farida,22,Cairo,Cash
"whipped/sour cream,soda",2,357,5,Shimaa,55,Port Said,Credit
curd,1,1103,2,Mohamed,25,Alexandria,Cash
"other vegetables,whole milk,frozen potato products,rolls/buns,pasta,instant coffee,soda,fruit/vegetable juice,bottled beer,cake bar,seasonal products",11,1742,8,Rania,37,Dakahlia,Cash
"ham,bottled water,soda",3,967,8,Rania,37,Dakahlia,Credit
"whole milk,curd,rolls/buns,pastry,pasta,margarine",6,1401,13,Sayed,37,Cairo,Credit
"whole milk,butter,whipped/sour cream,condensed milk,soft cheese,hard cheese,processed cheese,frozen vegetables,detergent",9,2292,4,Adel,50,Alexandria,Cash
soda,1,1799,7,Huda,39,Gharbia,Cash
margarine,1,772,2,Mohamed,25,Alexandria,Cash
pip fruit,1,926,13,Sayed,37,Cairo,Cash
"other vegetables,packaged fruit/vegetables,frozen dessert,rolls/buns,soda",5,2458,9,Maged,60,Hurghada,Credit
"whole milk,margarine,pot plants",3,1009,12,Eman,23,Aswan,Cash
"pork,tropical fruit,whole milk,rolls/buns,margarine",5,821,4,Adel,50,Alexandria,Credit
"sausage,meat,turkey,citrus fruit,tropical fruit,pip fruit,root vegetables,onions,herbs,other vegetables,whole milk,curd,yogurt,whipped/sour cream,soft cheese,cream cheese ,frozen vegetables,brown bread,pastry,semi-finished bread,margarine",21,137,7,Huda,39,Gharbia,Cash
"curd,yogurt,frozen vegetables",3,1739,12,Eman,23,Aswan,Cash
canned beer,1,1987,10,Samy,55,Alexandria,Cash
napkins,1,1514,13,Sayed,37,Cairo,Cash
chewing gum,1,341,3,Ahmed,30,Giza,Credit
ice cream,1,1271,13,Sayed,37,Cairo,Credit
bottled water,1,2023,1,Farida,22,Cairo,Credit
"liver loaf,pork,citrus fruit,tropical fruit,root vegetables,other vegetables,whole milk,curd,dessert,yogurt,frozen vegetables,brown bread,semi-finished bread,oil,dog food,fruit/vegetable juice",16,2108,15,Sameh,35,Hurghada,Cash
"citrus fruit,tropical fruit,root vegetables,herbs,other vegetables,whole milk,yogurt,bottled water,bottled beer",9,1675,10,Samy,55,Alexandria,Credit
"chicken,citrus fruit,yogurt,whipped/sour cream,spread cheese,margarine,softener",7,1300,9,Maged,60,Hurghada,Cash
"citrus fruit,whole milk,sliced cheese,rolls/buns,pastry,roll products ,coffee,bottled water,soda,bottled beer,canned beer,rum,waffles,chocolate",14,934,10,Samy,55,Alexandria,Credit
"bottled water,liquor (appetizer),specialty bar",3,407,1,Farida,22,Cairo,Cash
"pip fruit,berries,root vegetables,other vegetables,whole milk,whipped/sour cream",6,302,3,Ahmed,30,Giza,Credit
"whole milk,curd,yogurt,frozen vegetables,margarine,ketchup,cereals,canned fish,soda,cling film/bags",10,1781,14,Magdy,36,Sohag,Credit
"hamburger meat,whole milk,curd,dessert",4,598,4,Adel,50,Alexandria,Credit
"turkey,hamburger meat,root vegetables,other vegetables,whole milk,yogurt,hard cheese,cereals,long life bakery product,specialty chocolate,candy,hygiene articles",12,830,4,Adel,50,Alexandria,Cash
"ham,beef,tropical fruit,pip fruit,other vegetables,whole milk,dessert,yogurt,whipped/sour cream,soft cheese,frozen potato products,rolls/buns,soda,long life bakery product,chocolate",15,2458,6,Walaa,29,Cairo,Cash
"citrus fruit,pip fruit,other vegetables,canned vegetables",4,376,14,Magdy,36,Sohag,Credit
"sausage,other vegetables,dessert,domestic eggs,pastry,napkins",6,294,4,Adel,50,Alexandria,Credit
yogurt,1,1950,4,Adel,50,Alexandria,Credit
butter,1,322,7,Huda,39,Gharbia,Cash
"chicken,hamburger meat,whole milk,rolls/buns,flour,margarine,coffee,canned beer,hygiene articles,shopping bags",10,1833,2,Mohamed,25,Alexandria,Credit
"beverages,rolls/buns,long life bakery product,shopping bags",4,2329,15,Sameh,35,Hurghada,Credit
"onions,bottled water,soda,canned beer,chewing gum,male cosmetics,napkins,cling film/bags",8,1535,4,Adel,50,Alexandria,Credit
bottled beer,1,1851,13,Sayed,37,Cairo,Credit
"butter,pastry,semi-finished bread,white wine,detergent",5,1593,4,Adel,50,Alexandria,Cash
"root vegetables,butter,pot plants",3,597,14,Magdy,36,Sohag,Cash
"sausage,ham,meat,pork,tropical fruit,pip fruit,grapes,other vegetables,whole milk,butter,whipped/sour cream,frozen meals,frozen fish,ice cream,domestic eggs,pastry,soda,syrup,detergent",19,1605,1,Farida,22,Cairo,Cash
"ham,whole milk,spread cheese,rolls/buns,waffles,newspapers",6,298,12,Eman,23,Aswan,Credit
"soda,canned beer",2,635,6,Walaa,29,Cairo,Credit
"chicken,tropical fruit,whole milk,pastry,soda,long life bakery product,waffles,chocolate",8,1182,15,Sameh,35,Hurghada,Cash
"sausage,pip fruit,whole milk,rolls/buns,flour,oil,soda",7,1781,8,Rania,37,Dakahlia,Credit
"other vegetables,soda",2,847,9,Maged,60,Hurghada,Cash
"whole milk,bottled beer",2,2369,11,Hanan,22,Fayoum,Cash
root vegetables,1,867,5,Shimaa,55,Port Said,Cash
"chicken,other vegetables,whole milk",3,1130,4,Adel,50,Alexandria,Cash
"tropical fruit,pip fruit,whole milk,curd,yogurt,frozen vegetables,frozen meals,white bread,instant coffee,misc. beverages,bottled beer,hygiene articles",12,2349,6,Walaa,29,Cairo,Credit
"pork,root vegetables,brown bread,soda,bottled beer",5,1061,2,Mohamed,25,Alexandria,Credit
